cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
534,32,71.7,38.56,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes; Sin interacción con la app; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
535,14,78.9,662.09,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
536,26,71.4,244.62,2026-07-12,Impagos recurrentes; Sin renovación automática; Cancelaciones de clases frecuentes; Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
537,38,71.9,30.01,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5); Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
538,7,85.5,750.53,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app; Baja frecuencia de visitas; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
539,30,68.0,33.75,2026-07-12,Sin renovación automática; Alta distancia al gimnasio; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
540,7,95.7,70.62,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador; Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
541,13,84.2,27.59,2026-07-12,Impagos recurrentes; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
542,11,84.6,320.0,2026-07-12,Impagos recurrentes; Alta distancia al gimnasio,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
543,31,73.7,508.2,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Precio elevado respecto al uso,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
544,26,69.2,108.75,2026-07-12,Precio elevado respecto al uso; Sin renovación automática; Impagos recurrentes; Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
545,16,76.1,357.28,2026-07-12,Sin renovación automática; Sin interacción con la app; Precio elevado respecto al uso; Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
546,29,63.3,41.15,2026-07-12,Sin interacción con la app; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
547,27,67.4,27.44,2026-07-12,Precio elevado respecto al uso; Alta distancia al gimnasio; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
548,24,73.3,66.73,2026-07-12,Cancelaciones de clases frecuentes; Sin renovación automática; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
549,30,62.9,249.97,2026-07-12,Cambio reciente de entrenador; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
550,31,76.6,433.07,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador; Alta distancia al gimnasio; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
551,12,80.8,483.12,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador; Alta distancia al gimnasio; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
552,32,75.7,535.86,2026-07-12,Baja frecuencia de visitas; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
553,37,65.0,157.28,2026-07-12,Sin interacción con la app; Impagos recurrentes; Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
554,17,82.1,47.25,2026-07-12,Competidor cercano recién abierto; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
555,6,98.9,393.9,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
556,21,74.0,59.49,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Cambio reciente de entrenador; Impagos recurrentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
557,29,70.6,342.24,2026-07-12,Sin renovación automática; Cambio reciente de entrenador; Alta distancia al gimnasio; Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
558,15,88.1,90.05,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador; Cancelaciones de clases frecuentes; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
559,7,90.6,49.24,2026-07-12,Sin renovación automática; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
560,10,87.8,188.09,2026-07-12,Cancelaciones de clases frecuentes; Impagos recurrentes; Competidor cercano recién abierto,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
561,16,89.3,463.33,2026-07-12,Alta distancia al gimnasio; Sin renovación automática,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
562,26,78.5,294.06,2026-07-12,Competidor cercano recién abierto; Sin interacción con la app; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
563,20,77.9,30.68,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
564,32,62.4,63.86,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
565,12,87.8,100.61,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
566,14,81.1,629.76,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes; Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
567,5,99.3,289.44,2026-07-12,Sin renovación automática; Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
568,26,70.8,2377.83,2026-07-12,Sin renovación automática; Precio elevado respecto al uso; Cambio reciente de entrenador; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
569,34,63.6,343.5,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5),Baja frecuencia de visitas,"El cliente lleva ~3 meses sin acudir al centro tras 6-12 meses de alta, justo antes del verano. Riesgo de baja estacional. Acción recomendada: SMS ofreciendo pausar la suscripción 1 mes.",Enviar SMS ofreciendo pausar la suscripción 1 mes,alto
